8302	信子	信子	 /variant of 芯子[xin4 zi5]/
8394	俤	俤	 /variant of 弟[di4]/
8507	俲	效	 /variant of 傚|效[xiao4]/
8509	俳佪	俳佪	 /variant of 徘徊[pai2 huai2]/
8522	俻	备	 /variant of 備|备[bei4]/
8535	倂	倂	 /variant of 併|并[bing4]/
8541	倆錢兒	俩钱儿	 /erhua variant of 倆錢|俩钱[lia3 qian2]/
8546	倉卒	仓卒	 /variant of 倉促|仓促[cang1 cu4]/
8552	倉惶	仓惶	 /variant of 倉皇|仓皇[cang1 huang2]/
8554	倉猝	仓猝	 /variant of 倉促|仓促[cang1 cu4]/
8559	倉黃	仓黄	 /variant of 倉皇|仓皇[cang1 huang2]/
8615	倐	倏	 /variant of 倏[shu1]/
8628	倒反天罡	倒反天罡	 /variant of 倒反天綱|倒反天纲[dao4 fan3 tian1 gang1]/
8657	倒持太阿	倒持太阿	 /variant of 倒持泰阿[dao4 chi2 - Tai4 e1]/
8676	倒楣	倒楣	 /variant of 倒霉[dao3 mei2]/
8696	倒背手兒	倒背手儿	 /erhua variant of 倒背手[dao4 bei4 shou3]/
8723	倒采	倒采	 /variant of 倒彩[dao4 cai3]/
8731	倒霉蛋兒	倒霉蛋儿	 /erhua variant of 倒霉蛋[dao3 mei2 dan4]/
8739	倖	幸	 /trusted/intimate/(of the emperor) to visit/variant of 幸[xing4]/
8745	倘佯	倘佯	 /variant of 徜徉[chang2 yang2]/
8779	倚託	倚托	 /variant of 倚托[yi3 tuo1]/
8787	倞	倞	 /distant/to seek/old variant of 亮[liang4]/bright/
8858	倡狂	倡狂	 /variant of 猖狂[chang1 kuang2]/
8864	倣	仿	 /variant of 仿[fang3]/
8865	値	値	 /variant of 值[zhi2]/
8906	倮	倮	 /variant of 裸[luo3]/
8908	倶	倶	 /variant of 俱[ju4]/variant of 具[ju4]/
8910	倸	睬	 /variant of 睬[cai3]/
8911	倹	倹	 /Japanese variant of 儉|俭[jian3]/
8914	值勤	值勤	 /variant of 執勤|执勤[zhi2 qin2]/
8929	倽	倽	 /old variant of 啥[sha2]/
8930	偁	偁	 /variant of 稱|称[cheng1]/
9013	假託	假托	 /variant of 假托[jia3 tuo1]/
9155	偘	侃	 /old variant of 侃[kan3]/
9159	做主	做主	 /variant of 作主[zuo4 zhu3]/
9165	做伴兒	做伴儿	 /erhua variant of 做伴[zuo4 ban4]/
9200	做活兒	做活儿	 /erhua variant of 做活[zuo4 huo2]/
9223	做證	做证	 /variant of 作證|作证[zuo4 zheng4]/
9296	偟	偟	 /(literary) free time; leisure/variant of 惶[huang2]/
9335	偪	逼	 /variant of 逼[bi1]/to compel/to pressure/
9339	偰	偰	 /contract (variant of 契[qi4])/
9464	偸	偸	 /variant of 偷[tou1]/
9465	偺	咱	 /variant of 咱[zan2]/
9501	傅會	傅会	 /variant of 附會|附会[fu4 hui4]/
9512	傌	㐷	 /variant of 罵|骂[ma4]/
9557	傓	傓	 /old variant of 煽[shan1]/
9605	傚	效	 /to imitate (variant of 效[xiao4])/
9610	傢伙	家伙	 /variant of 家伙[jia1 huo5]/
9611	傢俱	家俱	 /variant of 家具[jia1 ju4]/
9612	傢具	傢具	 /variant of 家具[jia1 ju4]/
9626	催帳	催帐	 /variant of 催賬|催账[cui1 zhang4]/
9892	傻B	傻B	 /variant of 傻屄[sha3 bi1]/
9904	傻帽兒	傻帽儿	 /erhua variant of 傻帽[sha3 mao4]/
9918	傻逼	傻逼	 /variant of 傻屄[sha3 bi1]/
9977	僂儸	偻㑩	 /variant of 嘍囉|喽啰[lou2 luo5]/
9978	僃	僃	 /old variant of 備|备[bei4]/
9989	僊	仙	 /variant of 仙[xian1]/
10002	像貌	像貌	 /variant of 相貌[xiang4 mao4]/
10025	僞	伪	 /variant of 偽|伪[wei3]/
10056	僮	僮	 /old variant of 壯|壮, Zhuang ethnic group of Guangxi/
10062	僱	雇	 /variant of 雇[gu4]/
10063	僱主	雇主	 /variant of 雇主[gu4 zhu3]/
